epoch,acc,loss,val_acc,val_loss
0,0.80000000000000004,0.61030791245400906,0.86124999999999996,0.35412437708582728
1,0.89200000000000002,0.35040945376269517,0.91125,0.27231052685528995
2,0.89460539460539457,0.31727847431160205,0.91125,0.24530911303590983
3,0.91449999999999998,0.25201988149667159,0.92049689440993787,0.23329849834467128
4,0.91649999999999998,0.25436299005057661,0.94125000000000003,0.15156751616741532
5,0.94355644355644352,0.17550303165668404,0.93000000000000005,0.21569450328679524
6,0.93600000000000005,0.17997588904807343,0.94625000000000004,0.168720937037142
7,0.94699999999999995,0.15386515004211104,0.94534161490683233,0.19001593187676238
8,0.94755244755244761,0.15445828524356361,0.96375,0.13423115187288204
9,0.95399999999999996,0.13251464996676077,0.95874999999999999,0.13877364427444264
10,0.95950000000000002,0.11450218729136395,0.96273291925465843,0.15432483889397541
11,0.95804195804195802,0.11378862351105361,0.96750000000000003,0.11433608977699805
12,0.96399999999999997,0.10859807107488451,0.96625000000000005,0.149251478198903
13,0.96399999999999997,0.10986760229228822,0.96125000000000005,0.10364150696737795
14,0.97352647352647348,0.087726207978613108,0.95900621118012419,0.13466687474626851
15,0.96399999999999997,0.10875523291111676,0.97624999999999995,0.091751087059583375
16,0.97050000000000003,0.093615750765793565,0.97499999999999998,0.085428715189300425
17,0.97502497502497498,0.082110429867858881,0.95776397515527956,0.15025822629616878
18,0.97099999999999997,0.082214774362564635,0.95999999999999996,0.17063524813204367
19,0.96699999999999997,0.09416867583418935,0.97750000000000004,0.088847652441927494
20,0.97852147852147853,0.059386236399212255,0.96750000000000003,0.1053123500966052
21,0.97150000000000003,0.079306251230923414,0.9652173913043478,0.14828891455483056
22,0.97402597402597402,0.073792391351855474,0.96750000000000003,0.13110435228503547
23,0.97599999999999998,0.068000643800914987,0.93874999999999997,0.22521200602487426
24,0.97650000000000003,0.075447155556639695,0.97515527950310554,0.07780239358806465
25,0.97802197802197799,0.070024098811144186,0.98999999999999999,0.047948967718457428
26,0.98199999999999998,0.04806834337212422,0.96625000000000005,0.15164310032619141
27,0.97450000000000003,0.078222116032941352,0.95999999999999996,0.14131336989603369
28,0.97852147852147853,0.066157752763280078,0.97763975155279503,0.072413296063517485
29,0.98599999999999999,0.045591669131792967,0.98124999999999996,0.10292056476702101
30,0.97999999999999998,0.061260421312290418,0.96375,0.14389919068697737
31,0.98551448551448551,0.047534443867359617,0.97639751552795029,0.11469463385808075
32,0.97650000000000003,0.06446976179701551,0.97999999999999998,0.079819925981001918
33,0.98450000000000004,0.051694391062660543,0.97250000000000003,0.14792229788509417
34,0.98151848151848153,0.063738533212490872,0.98499999999999999,0.063438297713955191
35,0.97999999999999998,0.060699584745852915,0.97888198757763978,0.072457215686049861
36,0.98999999999999999,0.033556268369843566,0.97750000000000004,0.078953836655206902
37,0.98551448551448551,0.04518962423831694,0.97250000000000003,0.15656882037662853
38,0.98599999999999999,0.034055959327874918,0.97763975155279503,0.090885083698851149
39,0.98199999999999998,0.05990220383203905,0.97624999999999995,0.077061713398916251
40,0.98451548451548454,0.046179954730187989,0.98124999999999996,0.081431721182265451
41,0.98450000000000004,0.04213995808317577,0.97875000000000001,0.079424888683437445
42,0.98851148851148851,0.044990597555296843,0.97515527950310554,0.099889663917344107
43,0.98799999999999999,0.039985166033916358,0.97375,0.086481610593451566
44,0.98550000000000004,0.044284522408956944,0.98499999999999999,0.066552345825162007
45,0.98851148851148851,0.045712578719150465,0.97639751552795029,0.091759305754110176
46,0.98799999999999999,0.03874904967110069,0.98250000000000004,0.096138075178826193
47,0.98299999999999998,0.051713559468844324,0.97375,0.087294577394678899
48,0.98651348651348647,0.038936226979727109,0.96499999999999997,0.13991652586487363
49,0.99050000000000005,0.038504117437892088,0.97267080745341616,0.11747585624466862
