epoch,acc,loss,val_acc,val_loss
0,0.65500000000000003,1.3425153017044067,1.0,1.2373388335108757
1,0.79000000000000004,1.2430508732795715,1.0,1.0838139384984971
2,0.78500000000000003,1.1338262408971786,0.75,1.1140437580645084
3,0.72499999999999998,1.1222410291433333,0.47204968944099379,1.2908449098930597
4,0.72499999999999998,1.0848310917615891,1.0,0.68660809621214869
5,0.76500000000000001,0.9555479049682617,1.0,0.60015281811356547
6,0.71999999999999997,0.99638124704360964,0.26250000000000001,1.5643809836357832
7,0.745,0.90116545855998997,0.95652173913043481,0.55920823316396395
8,0.77500000000000002,0.82157393395900724,1.0,0.42302811257541179
9,0.77500000000000002,0.80977775007486341,0.78749999999999998,0.72117023058235641
10,0.77000000000000002,0.82698603421449657,0.43478260869565216,1.4478871885293758
11,0.77000000000000002,0.82473568320274349,1.0,0.31752960868179797
12,0.79000000000000004,0.74279780685901642,1.0,0.29357247669249775
13,0.79000000000000004,0.78722195774316783,0.29999999999999999,1.6603135561570526
14,0.79500000000000004,0.73709953278303142,0.91925465838509313,0.47566753699912789
15,0.71999999999999997,0.87461439073085789,1.0,0.28167910277843478
16,0.82499999999999996,0.67127391397953029,0.82499999999999996,0.55016748588532205
